0,1,1,0.5,0.4,-0,-0,0.435105,-0.878839,0.0318839,0.914369,-0.228051,-0.282093,-1.54801,0.453598,0.635073,-0.213064,-1.73951,-2.53733
0,1,1,0.5,0.4,-0,-0.25,-0.111035,-0.0340731,0.157054,0.393323,-0.317914,-0.586909,-0.421358,-0.278885,-0.268064,-0.164928,-0.35151,-0.294635
0,1,1,0.5,0.8,-0.025,-0,-0.242377,-0.80258,-0.405127,0.378776,-0.997842,-0.842466,-0.516591,-0.161448,-0.194723,0.0710323,-0.281538,0.00136844
0,1,1,0.5,0.8,-0.025,-0.25,0.0568017,-0.24347,-0.292208,0.0577503,-0.708912,-0.436647,-0.399447,-0.0910187,0.164294,0.163023,-0.579016,0.0502234
0,1,1,1,0.4,-0,-0,-0.046475,-0.380427,-0.227716,0.0447722,-0.0978555,-0.095703,-0.236783,0.00459939,0.319576,-0.288284,-0.262708,-0.442941
0,1,1,1,0.4,-0,-0.25,-0.435742,-0.0761174,-0.440681,0.333357,-0.14028,-0.0143455,-0.00585702,-0.372482,-0.0971887,0.135636,-0.520665,-0.0903201
0,1,1,1,0.4,-0.025,-0,-0.435742,-0.0761174,-0.440681,0.333357,-0.14028,-0.0143455,-0.00585702,-0.372482,-0.0971887,0.135636,-0.520665,-0.0903201
0,1,1,1,0.4,-0.025,-0.25,-0.046475,-0.380427,-0.227716,0.0447722,-0.0978555,-0.095703,-0.236783,0.00459939,0.319576,-0.288284,-0.262708,-0.442941
0,1,1,1,0.6,-0,-0,0.114227,-0.186083,-0.010602,-0.0738249,-0.159045,-0.305411,-0.449595,-0.103898,0.205299,-0.593301,0.284258,-0.436416
0,1,1,1,0.6,-0,-0.25,0.114227,-0.186083,-0.010602,-0.0738249,-0.159045,-0.305411,-0.449595,-0.103898,0.205299,-0.593301,0.284258,-0.436416
0,1,1,1,0.6,-0.025,-0,0.184195,-0.180092,-0.911065,-0.424758,-0.266221,0.360277,0.244524,0.0285243,-0.0717853,0.445276,-0.306665,-0.252247
0,1,1,1,0.6,-0.025,-0.25,0.267708,-0.162122,-0.392745,-0.0601392,-0.506814,0.0230963,-0.890535,0.167419,-0.231058,0.0464193,-0.522161,0.391123
0,1,1,0.5,0.4,-0.025,-0,0.140385,0.0150793,-0.102108,0.580236,-0.652037,-0.22132,-0.44176,-1.01573,-1.08449,-0.391271,0.219366,-0.121158
0,1,1,1,0.8,-0,-0,-0.404964,-0.316018,-0.108746,-0.216249,-0.123161,-0.27927,-0.428363,-0.276488,0.225987,0.123202,-0.0910779,-0.30739
0,1,1,1,0.8,-0,-0.25,-0.404964,-0.316018,-0.108746,-0.216249,-0.123161,-0.27927,-0.428363,-0.276488,0.225987,0.123202,-0.0910779,-0.30739
0,1,1,1,0.8,-0.025,-0,-0.404964,-0.316018,-0.108746,-0.216249,-0.123161,-0.27927,-0.428363,-0.276488,0.225987,0.123202,-0.0910779,-0.30739
0,1,1,1,0.8,-0.025,-0.25,-0.404964,-0.316018,-0.108746,-0.216249,-0.123161,-0.27927,-0.428363,-0.276488,0.225987,0.123202,-0.0910779,-0.30739
0,1,1,1.5,0.4,-0,-0,-0.360084,-0.00620671,0.0387506,0.241614,-0.0949171,-0.0700262,0.0890644,-0.19522,-0.13279,0.248385,-0.137576,0.08761
0,1,1,1.5,0.4,-0,-0.25,0.130274,-0.0566875,0.160678,0.222633,-0.402798,-0.363803,0.038454,-0.0957273,0.00909928,0.04211,-0.239115,-0.0246732
0,1,1,1.5,0.4,-0.025,-0,-0.68715,0.273185,-0.261393,0.0697565,0.183092,-0.31367,0.217124,0.249828,-0.235494,-0.0709435,0.0845968,-0.32503
0,1,1,1.5,0.4,-0.025,-0.25,0.120145,-0.127606,-0.162401,-0.105209,0.0737649,-0.342166,-0.00819263,0.327141,-0.380103,0.182141,-0.183069,-0.131971
0,1,1,1.5,0.6,-0,-0,-0.160739,-0.036898,0.127462,-0.0232006,-0.2967,-0.00103606,-0.232879,-0.101602,-0.176946,-0.0462298,-0.0433834,0.0923646
0,1,1,1.5,0.6,-0,-0.25,-0.416222,-0.0376296,-0.445771,0.135897,-0.0819799,0.0606771,-0.0211083,-0.13212,-0.256292,0.00803624,-0.0430595,-0.0578925
0,1,1,0.5,0.4,-0.025,-0.25,0.0298345,-0.541605,-0.274453,0.143085,-0.244445,-0.0712305,0.00686924,-0.355941,0.0549979,0.245573,-0.328066,-0.0713116
0,1,1,1.5,0.6,-0.025,-0,-0.363024,-0.436179,-0.0577553,-0.151967,0.286068,-0.144236,0.304063,-0.108506,-0.122477,-0.227319,0.125854,-0.246444
0,1,1,1.5,0.6,-0.025,-0.25,0.34237,0.200528,-0.451334,-0.0221029,-0.317263,-0.0265816,-0.0458478,-0.083642,-0.26553,0.128832,-0.114616,0.050275
0,1,1,1.5,0.8,-0,-0,0.102122,-0.10317,-0.329741,0.0318851,-0.0218392,-0.0434564,-0.0429171,-0.0518454,-0.129804,-0.0315624,0.0183343,-0.033691
0,1,1,1.5,0.8,-0,-0.25,-0.211863,-0.693533,-0.0901443,0.177421,0.132602,-0.0517671,-0.106,-0.303825,-0.205356,0.244825,-0.105952,0.00566949
0,1,1,1.5,0.8,-0.025,-0,0.102122,-0.10317,-0.329741,0.0318851,-0.0218392,-0.0434564,-0.0429171,-0.0518454,-0.129804,-0.0315624,0.0183343,-0.033691
0,1,1,1.5,0.8,-0.025,-0.25,0.170567,-0.218823,-0.0355798,-0.144868,-0.0263308,-0.254806,-0.0918154,-0.528962,-0.219719,0.0630085,0.192439,0.0116673
0,1,1,2,0.4,-0,-0,-0.441249,-0.0290399,0.081614,-0.044119,-0.103268,-0.13709,0.147458,-0.00157616,-0.189714,0.0157101,-0.181165,0.0110347
0,1,1,2,0.4,-0,-0.25,-0.0631571,-0.18389,0.141272,0.0136888,-0.181096,-0.129713,-0.191531,-0.43117,0.151308,0.15607,0.0810517,-0.122346
0,1,1,2,0.4,-0.025,-0,-0.117249,-0.0211952,-0.104033,-0.100148,0.132566,-0.254878,0.382349,0.0138509,-0.101475,-0.0206145,-0.0876291,-0.100842
0,1,1,2,0.4,-0.025,-0.25,0.1544,-0.0940215,-0.0311207,-0.191936,0.119362,-0.381845,0.145095,0.171118,0.139575,-0.079057,-0.130884,-0.217893
0,1,1,0.5,0.6,-0,-0,-0.0643269,-0.588116,-0.630841,0.555113,-0.205351,-0.165628,0.231484,-0.200346,-0.121846,0.274517,-0.0782942,-0.54028
0,1,1,2,0.6,-0,-0,-0.12102,-0.51968,-0.0925764,0.105503,0.0383556,0.102534,0.211479,-0.31541,-0.0528995,0.0417148,-0.00694739,-0.0716482
0,1,1,2,0.6,-0,-0.25,-0.45602,0.102909,-0.249041,-0.204323,0.0642219,-0.237167,-0.470612,0.250045,-0.0583939,0.091557,-0.0615156,-0.253287
0,1,1,2,0.6,-0.025,-0,-0.101392,-0.106776,-0.058852,0.00182225,-0.0986595,-0.0220546,-0.00330126,-0.0374765,-0.0450444,-0.0645447,-0.0386632,-0.0297775
0,1,1,2,0.6,-0.025,-0.25,-0.18066,-0.160869,-0.206575,-0.0601103,-0.153625,0.0146328,-0.115863,-0.0571152,-0.0205849,0.0140948,-0.0910681,-0.0785089
0,1,1,2,0.8,-0,-0,0.180146,-0.232432,-0.134587,-0.239467,0.0882443,-0.226871,-0.154797,0.0734527,-0.014299,-0.122861,-0.0597921,-0.187461
0,1,1,2,0.8,-0,-0.25,-0.290707,-0.284254,-0.178976,0.204304,0.178159,-0.171529,0.00362961,-0.111383,-0.101602,-0.026308,-0.014136,-0.130634
0,1,1,2,0.8,-0.025,-0,-0.0749097,0.0845546,-0.213526,-0.147281,-0.0942907,-0.171741,-0.109321,0.0552875,0.0070265,-0.175404,0.0605003,-0.248372
0,1,1,2,0.8,-0.025,-0.25,-0.43841,-0.167528,-0.208964,0.0181096,0.12999,-0.239007,-0.30422,-0.117057,-0.3262,-0.135882,0.108422,-0.0668187
0,1,1,0.5,0.6,-0,-0.25,-0.254208,-0.378156,-0.134468,0.324941,-0.490929,0.166806,0.0957269,-0.446976,0.0231121,-0.0462601,-0.048171,-0.252152
0,1,1,0.5,0.6,-0.025,-0,-0.254208,-0.378156,-0.134468,0.324941,-0.490929,0.166806,0.0957269,-0.446976,0.0231121,-0.0462601,-0.048171,-0.252152
0,1,1,0.5,0.8,-0,-0.25,0.698323,-1.06111,-1.05086,0.236957,0.31189,-0.593361,-0.46692,-0.111776,-0.271703,0.0879786,-0.327187,0.107484
0,1,1,0.5,0.8,-0,-0,0.0568017,-0.24347,-0.292208,0.0577503,-0.708912,-0.436647,-0.399447,-0.0910187,0.164294,0.163023,-0.579016,0.0502234
0,1,1,0.5,0.6,-0.025,-0.25,-0.254208,-0.378156,-0.134468,0.324941,-0.490929,0.166806,0.0957269,-0.446976,0.0231121,-0.0462601,-0.048171,-0.252152